nombre_region,anno,seccion,subtabla,indicador,nivel,valor,valor_texto
Arica y Parinacota,2025,demografia,"1.1 Distribución de la población por sexo, según Censo de población año 2024",Hombres,regional,183343.0,
Arica y Parinacota,2025,demografia,"1.1 Distribución de la población por sexo, según Censo de población año 2024",Mujeres,regional,186463.0,
Arica y Parinacota,2025,demografia,"1.1 Distribución de la población por sexo, según Censo de población año 2024",Total,regional,369806.0,
Arica y Parinacota,2025,demografia,"1.1 Distribución de la población por sexo, según Censo de población año 2024",Hombres,regional,49.6,
Arica y Parinacota,2025,demografia,"1.1 Distribución de la población por sexo, según Censo de población año 2024",Mujeres,regional,50.4,
Arica y Parinacota,2025,demografia,"1.1 Distribución de la población por sexo, según Censo de población año 2024",Hombres,nacional,8967033.0,
Arica y Parinacota,2025,demografia,"1.1 Distribución de la población por sexo, según Censo de población año 2024",Mujeres,nacional,9513399.0,
Arica y Parinacota,2025,demografia,"1.1 Distribución de la población por sexo, según Censo de población año 2024",Total,nacional,18480432.0,
Arica y Parinacota,2025,demografia,"1.1 Distribución de la población por sexo, según Censo de población año 2024",Hombres,nacional,48.5,
Arica y Parinacota,2025,demografia,"1.1 Distribución de la población por sexo, según Censo de población año 2024",Mujeres,nacional,51.5,
Arica y Parinacota,2025,demografia,"1.2 Distribución de la población por grandes grupos de edad, Censo de población año 2024",Población Infantil(0 a 14 años),regional,21.8,
Arica y Parinacota,2025,demografia,"1.2 Distribución de la población por grandes grupos de edad, Censo de población año 2024",Población en edad de trabajar(15 a 64 años),regional,68.7,
Arica y Parinacota,2025,demografia,"1.2 Distribución de la población por grandes grupos de edad, Censo de población año 2024",Adultos Mayores(65 años o más),regional,9.6,
Arica y Parinacota,2025,demografia,"1.2 Distribución de la población por grandes grupos de edad, Censo de población año 2024",Población Infantil(0 a 14 años),nacional,17.7,
Arica y Parinacota,2025,demografia,"1.2 Distribución de la población por grandes grupos de edad, Censo de población año 2024",Población en edad de trabajar(15 a 64 años),nacional,68.3,
Arica y Parinacota,2025,demografia,"1.2 Distribución de la población por grandes grupos de edad, Censo de población año 2024",Adultos Mayores(65 años o más),nacional,14.0,
Arica y Parinacota,2025,demografia,"1.3 Indicadores Demográficos:Índice de masculinidad,Índice de dependencia demográfica,Índice de adultos mayores; según C",Índice de Masculinidad(IM),regional,98.3,
Arica y Parinacota,2025,demografia,"1.3 Indicadores Demográficos:Índice de masculinidad,Índice de dependencia demográfica,Índice de adultos mayores; según C",Índice de DependenciaDemográfica (IDD),regional,45.6,
Arica y Parinacota,2025,demografia,"1.3 Indicadores Demográficos:Índice de masculinidad,Índice de dependencia demográfica,Índice de adultos mayores; según C",Índice de AdultosMayores (IAM),regional,43.9,
Arica y Parinacota,2025,demografia,"1.3 Indicadores Demográficos:Índice de masculinidad,Índice de dependencia demográfica,Índice de adultos mayores; según C",Índice de Masculinidad(IM),nacional,94.3,
Arica y Parinacota,2025,demografia,"1.3 Indicadores Demográficos:Índice de masculinidad,Índice de dependencia demográfica,Índice de adultos mayores; según C",Índice de DependenciaDemográfica (IDD),nacional,46.5,
Arica y Parinacota,2025,demografia,"1.3 Indicadores Demográficos:Índice de masculinidad,Índice de dependencia demográfica,Índice de adultos mayores; según C",Índice de AdultosMayores (IAM),nacional,79.0,
Arica y Parinacota,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Extranjeros (07/2025),regional,16.9,
Arica y Parinacota,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Pueblos indígenas (07/2025),regional,18.0,
Arica y Parinacota,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Dependencia moderada o postradas (07/2025),regional,1.1,
Arica y Parinacota,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Personas del RSH presentes en el RND (12/2024),regional,2.8,
Arica y Parinacota,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Personas presentes en el RSH (07/2025),regional,329345.0,
Arica y Parinacota,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Extranjeros (07/2025),nacional,6.7,
Arica y Parinacota,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Pueblos indígenas (07/2025),nacional,9.2,
Arica y Parinacota,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Dependencia moderada o postradas (07/2025),nacional,1.6,
Arica y Parinacota,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Personas del RSH presentes en el RND (12/2024),nacional,2.4,
Arica y Parinacota,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Personas presentes en el RSH (07/2025),nacional,17111720.0,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",0%-40%,regional,54.1,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",41%-50%,regional,7.8,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",51%-60%,regional,6.8,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",61%-70%,regional,6.8,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",71%-80%,regional,8.0,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",81%-90%,regional,11.6,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",91%-100%,regional,4.9,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",Personas presentes en RSH (07/2025),regional,329345.0,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",0%-40%,nacional,55.8,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",41%-50%,nacional,8.3,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",51%-60%,nacional,6.8,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",61%-70%,nacional,6.8,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",71%-80%,nacional,7.4,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",81%-90%,nacional,10.8,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",91%-100%,nacional,4.1,
Arica y Parinacota,2025,grupos_vulnerables,"2.2 Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica ",Personas presentes en RSH (07/2025),nacional,17111720.0,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",0%-40%,regional,49.1,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",41%-50%,regional,7.3,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",51%-60%,regional,7.3,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",61%-70%,regional,7.7,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",71%-80%,regional,8.8,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",81%-90%,regional,12.7,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",91%-100%,regional,7.0,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",Hogares presentes en RSH (07/2025),regional,179292.0,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",0%-40%,nacional,51.8,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",41%-50%,nacional,7.8,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",51%-60%,nacional,7.2,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",61%-70%,nacional,7.8,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",71%-80%,nacional,8.4,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",81%-90%,nacional,11.7,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",91%-100%,nacional,5.4,
Arica y Parinacota,2025,grupos_vulnerables,"2.3 Porcentaje de Hogares presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica (",Hogares presentes en RSH (07/2025),nacional,9141433.0,
Arica y Parinacota,2025,grupos_vulnerables,"2.5 Incidencia de la pobreza por ingresos en la población (Total pobres), para Casen 2017, Casen Pandemia 2020 y Casen 2",Casen 2017,regional,6.5,
Arica y Parinacota,2025,grupos_vulnerables,"2.5 Incidencia de la pobreza por ingresos en la población (Total pobres), para Casen 2017, Casen Pandemia 2020 y Casen 2",Casen Pandemia 2020,regional,13.6,
Arica y Parinacota,2025,grupos_vulnerables,"2.5 Incidencia de la pobreza por ingresos en la población (Total pobres), para Casen 2017, Casen Pandemia 2020 y Casen 2",Casen 2022,regional,11.0,
Arica y Parinacota,2025,grupos_vulnerables,"2.5 Incidencia de la pobreza por ingresos en la población (Total pobres), para Casen 2017, Casen Pandemia 2020 y Casen 2",Casen 2017,nacional,8.5,
Arica y Parinacota,2025,grupos_vulnerables,"2.5 Incidencia de la pobreza por ingresos en la población (Total pobres), para Casen 2017, Casen Pandemia 2020 y Casen 2",Casen Pandemia 2020,nacional,10.7,
Arica y Parinacota,2025,grupos_vulnerables,"2.5 Incidencia de la pobreza por ingresos en la población (Total pobres), para Casen 2017, Casen Pandemia 2020 y Casen 2",Casen 2022,nacional,6.5,
Arica y Parinacota,2025,educacion,"3.1 Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Municipal,regional,41.0,
Arica y Parinacota,2025,educacion,"3.1 Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Particular Subvencionado,regional,113.0,
Arica y Parinacota,2025,educacion,"3.1 Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Particular Pagado,regional,13.0,
Arica y Parinacota,2025,educacion,"3.1 Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Corporación de Administración Delegada,regional,1.0,
Arica y Parinacota,2025,educacion,"3.1 Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Servicio Local de Educación,regional,28.0,
Arica y Parinacota,2025,educacion,"3.1 Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Total,regional,196.0,
Arica y Parinacota,2025,educacion,"3.1 Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Municipal,nacional,4104.0,
Arica y Parinacota,2025,educacion,"3.1 Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Particular Subvencionado,nacional,5440.0,
Arica y Parinacota,2025,educacion,"3.1 Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Particular Pagado,nacional,604.0,
Arica y Parinacota,2025,educacion,"3.1 Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Corporación de Administración Delegada,nacional,70.0,
Arica y Parinacota,2025,educacion,"3.1 Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Servicio Local de Educación,nacional,830.0,
Arica y Parinacota,2025,educacion,"3.1 Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Total,nacional,11048.0,
Arica y Parinacota,2025,educacion,"3.2 Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Municipal,regional,6648.0,
Arica y Parinacota,2025,educacion,"3.2 Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Particular Subvencionado,regional,55661.0,
Arica y Parinacota,2025,educacion,"3.2 Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Particular Pagado,regional,3840.0,
Arica y Parinacota,2025,educacion,"3.2 Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Corporación de Administración Delegada,regional,557.0,
Arica y Parinacota,2025,educacion,"3.2 Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Servicio Local de Educación,regional,19450.0,
Arica y Parinacota,2025,educacion,"3.2 Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Total,regional,86156.0,
Arica y Parinacota,2025,educacion,"3.2 Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Municipal,nacional,1034121.0,
Arica y Parinacota,2025,educacion,"3.2 Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Particular Subvencionado,nacional,1939429.0,
Arica y Parinacota,2025,educacion,"3.2 Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Particular Pagado,nacional,340318.0,
Arica y Parinacota,2025,educacion,"3.2 Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Corporación de Administración Delegada,nacional,44202.0,
Arica y Parinacota,2025,educacion,"3.2 Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Servicio Local de Educación,nacional,224862.0,
Arica y Parinacota,2025,educacion,"3.2 Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Total,nacional,3582932.0,
Arica y Parinacota,2025,educacion,"3.3 Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Municipal,regional,162.1,
Arica y Parinacota,2025,educacion,"3.3 Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Particular Subvencionado,regional,492.6,
Arica y Parinacota,2025,educacion,"3.3 Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Particular Pagado,regional,295.4,
Arica y Parinacota,2025,educacion,"3.3 Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Corporación de Administración Delegada,regional,557.0,
Arica y Parinacota,2025,educacion,"3.3 Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Servicio Local de Educación,regional,694.6,
Arica y Parinacota,2025,educacion,"3.3 Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Total,regional,439.6,
Arica y Parinacota,2025,educacion,"3.3 Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Municipal,nacional,252.0,
Arica y Parinacota,2025,educacion,"3.3 Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Particular Subvencionado,nacional,356.5,
Arica y Parinacota,2025,educacion,"3.3 Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Particular Pagado,nacional,563.4,
Arica y Parinacota,2025,educacion,"3.3 Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Corporación de Administración Delegada,nacional,631.5,
Arica y Parinacota,2025,educacion,"3.3 Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Servicio Local de Educación,nacional,270.9,
Arica y Parinacota,2025,educacion,"3.3 Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Total,nacional,324.3,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",Casen 2022,regional,771.0,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,regional,4.3,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,regional,8629.0,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,regional,47.6,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,regional,578.0,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,regional,3.2,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,regional,4564.0,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,regional,25.2,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,regional,1844.0,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,regional,10.2,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,regional,1728.0,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,regional,9.5,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,regional,18114.0,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",Casen 2022,nacional,93827.0,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,nacional,13.2,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,nacional,299937.0,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,nacional,42.2,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,nacional,44160.0,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,nacional,6.2,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,nacional,172951.0,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,nacional,24.3,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,nacional,79196.0,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,nacional,11.1,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,nacional,20863.0,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,nacional,2.9,
Arica y Parinacota,2025,educacion,"3.4 Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,nacional,710934.0,
Arica y Parinacota,2025,educacion,3.5 Estimación de cobertura en Educación parvularia: Matrícula MINEDUC de los segmentos “Nivel medio” y “Nivel de transi,"Matrícula parvulariade ""Nivel medio"" y""Nivel transición""entre 2 y 5 años",regional,15832.0,
Arica y Parinacota,2025,educacion,3.5 Estimación de cobertura en Educación parvularia: Matrícula MINEDUC de los segmentos “Nivel medio” y “Nivel de transi,Poblaciónproyectadaentre 2 y 5años (inclusive),regional,23479.0,
Arica y Parinacota,2025,educacion,3.5 Estimación de cobertura en Educación parvularia: Matrícula MINEDUC de los segmentos “Nivel medio” y “Nivel de transi,"% Matrículaparvularia de""Nivel medio"" y""Nivel transición""",regional,67.4,
Arica y Parinacota,2025,educacion,3.5 Estimación de cobertura en Educación parvularia: Matrícula MINEDUC de los segmentos “Nivel medio” y “Nivel de transi,"Matrícula parvulariade ""Nivel medio"" y""Nivel transición""entre 2 y 5 años",nacional,623319.0,
Arica y Parinacota,2025,educacion,3.5 Estimación de cobertura en Educación parvularia: Matrícula MINEDUC de los segmentos “Nivel medio” y “Nivel de transi,Poblaciónproyectadaentre 2 y 5años (inclusive),nacional,944677.0,
Arica y Parinacota,2025,educacion,3.5 Estimación de cobertura en Educación parvularia: Matrícula MINEDUC de los segmentos “Nivel medio” y “Nivel de transi,"% Matrículaparvularia de""Nivel medio"" y""Nivel transición""",nacional,66.0,
Arica y Parinacota,2025,educacion,3.6 Nivel educativo de la población según Censo 2024,Años deescolaridadpromediopara todala población,regional,10.0,
Arica y Parinacota,2025,educacion,3.6 Nivel educativo de la población según Censo 2024,Años deescolaridadpromediopara la población de18 años a más,regional,12.2,
Arica y Parinacota,2025,educacion,3.6 Nivel educativo de la población según Censo 2024,% de población de5 años o másque sabe leer oescribir,regional,95.4,
Arica y Parinacota,2025,educacion,3.6 Nivel educativo de la población según Censo 2024,Años deescolaridadpromediopara todala población,nacional,10.4,
Arica y Parinacota,2025,educacion,3.6 Nivel educativo de la población según Censo 2024,Años deescolaridadpromediopara la población de18 años a más,nacional,12.1,
Arica y Parinacota,2025,educacion,3.6 Nivel educativo de la población según Censo 2024,% de población de5 años o másque sabe leer oescribir,nacional,95.2,
Arica y Parinacota,2025,educacion,3.8Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yB,col_1,regional,2024.0,
Arica y Parinacota,2025,educacion,3.8Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yB,col_2,regional,2022.0,
Arica y Parinacota,2025,educacion,3.8Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yB,col_3,regional,2024.0,
Arica y Parinacota,2025,educacion,3.8Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yB,col_1,regional,544.0,
Arica y Parinacota,2025,educacion,3.8Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yB,col_2,regional,237.0,
Arica y Parinacota,2025,educacion,3.8Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yB,col_3,regional,247.0,
Arica y Parinacota,2025,salud,"4.1Indicadores básicos de salud,años 2021 y 2023",2021,regional,11.3,
Arica y Parinacota,2025,salud,"4.1Indicadores básicos de salud,años 2021 y 2023",2023,regional,11.6,
Arica y Parinacota,2025,salud,"4.1Indicadores básicos de salud,años 2021 y 2023",2021,regional,5.6,
Arica y Parinacota,2025,salud,"4.1Indicadores básicos de salud,años 2021 y 2023",2023,regional,4.4,
Arica y Parinacota,2025,salud,"4.1Indicadores básicos de salud,años 2021 y 2023",2021,nacional,9.0,
Arica y Parinacota,2025,salud,"4.1Indicadores básicos de salud,años 2021 y 2023",2023,nacional,8.7,
Arica y Parinacota,2025,salud,"4.1Indicadores básicos de salud,años 2021 y 2023",2021,nacional,7.0,
Arica y Parinacota,2025,salud,"4.1Indicadores básicos de salud,años 2021 y 2023",2023,nacional,6.1,
Arica y Parinacota,2025,salud,"4.2 Porcentaje de personas adscritas a FONASA o ISAPRE, respecto del total de personas presentes en el Registro Social d",FONASA,regional,84.0,
Arica y Parinacota,2025,salud,"4.2 Porcentaje de personas adscritas a FONASA o ISAPRE, respecto del total de personas presentes en el Registro Social d",ISAPRE,regional,7.5,
Arica y Parinacota,2025,salud,"4.2 Porcentaje de personas adscritas a FONASA o ISAPRE, respecto del total de personas presentes en el Registro Social d",FONASA/ISAPRE,regional,91.5,
Arica y Parinacota,2025,salud,"4.2 Porcentaje de personas adscritas a FONASA o ISAPRE, respecto del total de personas presentes en el Registro Social d","Total, RSH",regional,325927.0,
Arica y Parinacota,2025,salud,"4.2 Porcentaje de personas adscritas a FONASA o ISAPRE, respecto del total de personas presentes en el Registro Social d",FONASA,nacional,84.8,
Arica y Parinacota,2025,salud,"4.2 Porcentaje de personas adscritas a FONASA o ISAPRE, respecto del total de personas presentes en el Registro Social d",ISAPRE,nacional,8.8,
Arica y Parinacota,2025,salud,"4.2 Porcentaje de personas adscritas a FONASA o ISAPRE, respecto del total de personas presentes en el Registro Social d",FONASA/ISAPRE,nacional,93.7,
Arica y Parinacota,2025,salud,"4.2 Porcentaje de personas adscritas a FONASA o ISAPRE, respecto del total de personas presentes en el Registro Social d","Total, RSH",nacional,17139256.0,
Arica y Parinacota,2025,salud,"4.3 Población inscrita validada en servicios de salud municipal, año 2024",Población Inscritaen Salud Municipal (FONASA) año 2024,regional,362795.0,
Arica y Parinacota,2025,salud,"4.3 Población inscrita validada en servicios de salud municipal, año 2024",PoblaciónCenso 2024,regional,369806.0,
Arica y Parinacota,2025,salud,"4.3 Población inscrita validada en servicios de salud municipal, año 2024",% población inscritaen salud municipal,regional,98.1,
Arica y Parinacota,2025,salud,"4.3 Población inscrita validada en servicios de salud municipal, año 2024",Población Inscritaen Salud Municipal (FONASA) año 2024,nacional,14464367.0,
Arica y Parinacota,2025,salud,"4.3 Población inscrita validada en servicios de salud municipal, año 2024",PoblaciónCenso 2024,nacional,18480432.0,
Arica y Parinacota,2025,salud,"4.3 Población inscrita validada en servicios de salud municipal, año 2024",% población inscritaen salud municipal,nacional,78.3,
Arica y Parinacota,2025,salud,"4.4 Número de Establecimientos de salud por tipo, vigentes al 12/08/2025","Número de Establecimientos, 12/08/2025",regional,3.0,
Arica y Parinacota,2025,salud,"4.4 Número de Establecimientos de salud por tipo, vigentes al 12/08/2025","Número de Establecimientos, 12/08/2025",regional,3.0,
