nombre_region,anno,seccion,subtabla,indicador,nivel,valor,valor_texto,fuente
Antofagasta,2025,demografia,"Distribución de la población por sexo, según Censo de población año 2024",Hombres,regional,148263.0,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por sexo, según Censo de población año 2024",Mujeres,regional,150917.0,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por sexo, según Censo de población año 2024",Total,regional,299180.0,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por sexo, según Censo de población año 2024",Hombres,regional,49.6,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por sexo, según Censo de población año 2024",Mujeres,regional,50.4,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por sexo, según Censo de población año 2024",Hombres,nacional,8967033.0,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por sexo, según Censo de población año 2024",Mujeres,nacional,9513399.0,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por sexo, según Censo de población año 2024",Total,nacional,18480432.0,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por sexo, según Censo de población año 2024",Hombres,nacional,48.5,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por sexo, según Censo de población año 2024",Mujeres,nacional,51.5,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por grandes grupos de edad, Censo de población año 2024",Población Infantil(0 a 14 años),regional,19.8,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por grandes grupos de edad, Censo de población año 2024",Población en edad de trabajar(15 a 64 años),regional,67.7,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por grandes grupos de edad, Censo de población año 2024",Adultos Mayores(65 años o más),regional,12.6,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por grandes grupos de edad, Censo de población año 2024",Población Infantil(0 a 14 años),nacional,17.7,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por grandes grupos de edad, Censo de población año 2024",Población en edad de trabajar(15 a 64 años),nacional,68.3,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Distribución de la población por grandes grupos de edad, Censo de población año 2024",Adultos Mayores(65 años o más),nacional,14.0,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Indicadores Demográficos:Índice de masculinidad,Índice de dependencia demográfica,Índice de adultos mayores; según C",Índice de Masculinidad(IM),regional,98.2,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Indicadores Demográficos:Índice de masculinidad,Índice de dependencia demográfica,Índice de adultos mayores; según C",Índice de DependenciaDemográfica (IDD),regional,47.8,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Indicadores Demográficos:Índice de masculinidad,Índice de dependencia demográfica,Índice de adultos mayores; según C",Índice de AdultosMayores (IAM),regional,63.7,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Indicadores Demográficos:Índice de masculinidad,Índice de dependencia demográfica,Índice de adultos mayores; según C",Índice de Masculinidad(IM),nacional,94.3,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Indicadores Demográficos:Índice de masculinidad,Índice de dependencia demográfica,Índice de adultos mayores; según C",Índice de DependenciaDemográfica (IDD),nacional,46.5,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,demografia,"Indicadores Demográficos:Índice de masculinidad,Índice de dependencia demográfica,Índice de adultos mayores; según C",Índice de AdultosMayores (IAM),nacional,79.0,,"Fuente: Censo Población y Vivienda 2024, INE"
Antofagasta,2025,economico,"7.1Indicadores de Ingresos,Encuesta Casen 2022",Ingreso del trabajo,regional,925431.0,,"Fuente: Encuesta Casen 2022, Ministerio de Desarrollo Social y familia"
Antofagasta,2025,economico,"7.1Indicadores de Ingresos,Encuesta Casen 2022",Ingreso autónomo,regional,1049218.0,,"Fuente: Encuesta Casen 2022, Ministerio de Desarrollo Social y familia"
Antofagasta,2025,economico,"7.1Indicadores de Ingresos,Encuesta Casen 2022",Subsidios monetarios,regional,61043.0,,"Fuente: Encuesta Casen 2022, Ministerio de Desarrollo Social y familia"
Antofagasta,2025,economico,"7.1Indicadores de Ingresos,Encuesta Casen 2022",Ingreso monetario,regional,1110260.0,,"Fuente: Encuesta Casen 2022, Ministerio de Desarrollo Social y familia"
Antofagasta,2025,economico,"7.1Indicadores de Ingresos,Encuesta Casen 2022",Ingreso del trabajo,nacional,1068168.0,,"Fuente: Encuesta Casen 2022, Ministerio de Desarrollo Social y familia"
Antofagasta,2025,economico,"7.1Indicadores de Ingresos,Encuesta Casen 2022",Ingreso autónomo,nacional,1236534.0,,"Fuente: Encuesta Casen 2022, Ministerio de Desarrollo Social y familia"
Antofagasta,2025,economico,"7.1Indicadores de Ingresos,Encuesta Casen 2022",Subsidios monetarios,nacional,67770.0,,"Fuente: Encuesta Casen 2022, Ministerio de Desarrollo Social y familia"
Antofagasta,2025,economico,"7.1Indicadores de Ingresos,Encuesta Casen 2022",Ingreso monetario,nacional,1304304.0,,"Fuente: Encuesta Casen 2022, Ministerio de Desarrollo Social y familia"
Antofagasta,2025,educacion,"Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Municipal,regional,0.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Particular Subvencionado,regional,46.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Particular Pagado,regional,10.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Corporación de Administración Delegada,regional,0.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Servicio Local de Educación,regional,113.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Total,regional,169.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Municipal,nacional,4104.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Particular Subvencionado,nacional,5440.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Particular Pagado,nacional,604.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Corporación de Administración Delegada,nacional,70.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Servicio Local de Educación,nacional,830.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Número de establecimientos de educación básica y media, con matrícula y funcionando, según dependencia administrativ",Total,nacional,11048.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Municipal,regional,0.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Particular Subvencionado,regional,21193.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Particular Pagado,regional,3784.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Corporación de Administración Delegada,regional,0.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Servicio Local de Educación,regional,41095.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Total,regional,66072.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Municipal,nacional,1034121.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Particular Subvencionado,nacional,1939429.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Particular Pagado,nacional,340318.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Corporación de Administración Delegada,nacional,44202.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Servicio Local de Educación,nacional,224862.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Matrícula en establecimientos de educación básica y media, funcionando, según dependencia administrativa, año 2024",Total,nacional,3582932.0,,Fuente: MINEDUC
Antofagasta,2025,educacion,"Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Particular Subvencionado,regional,460.7,,"Fuente: Cálculo propio en base a datos MINEDUCNota 1: El cálculo corresponde a la razón (cuociente) entre la matrícula y el n° de establecimientos, para el año, dependencia administrativa y unidades territoriales señaladas en la tabla. El término ""promedio"" utilizado en el título, se ha empleado con"
Antofagasta,2025,educacion,"Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Particular Pagado,regional,378.4,,"Fuente: Cálculo propio en base a datos MINEDUCNota 1: El cálculo corresponde a la razón (cuociente) entre la matrícula y el n° de establecimientos, para el año, dependencia administrativa y unidades territoriales señaladas en la tabla. El término ""promedio"" utilizado en el título, se ha empleado con"
Antofagasta,2025,educacion,"Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Servicio Local de Educación,regional,363.7,,"Fuente: Cálculo propio en base a datos MINEDUCNota 1: El cálculo corresponde a la razón (cuociente) entre la matrícula y el n° de establecimientos, para el año, dependencia administrativa y unidades territoriales señaladas en la tabla. El término ""promedio"" utilizado en el título, se ha empleado con"
Antofagasta,2025,educacion,"Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Total,regional,391.0,,"Fuente: Cálculo propio en base a datos MINEDUCNota 1: El cálculo corresponde a la razón (cuociente) entre la matrícula y el n° de establecimientos, para el año, dependencia administrativa y unidades territoriales señaladas en la tabla. El término ""promedio"" utilizado en el título, se ha empleado con"
Antofagasta,2025,educacion,"Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Municipal,nacional,252.0,,"Fuente: Cálculo propio en base a datos MINEDUCNota 1: El cálculo corresponde a la razón (cuociente) entre la matrícula y el n° de establecimientos, para el año, dependencia administrativa y unidades territoriales señaladas en la tabla. El término ""promedio"" utilizado en el título, se ha empleado con"
Antofagasta,2025,educacion,"Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Particular Subvencionado,nacional,356.5,,"Fuente: Cálculo propio en base a datos MINEDUCNota 1: El cálculo corresponde a la razón (cuociente) entre la matrícula y el n° de establecimientos, para el año, dependencia administrativa y unidades territoriales señaladas en la tabla. El término ""promedio"" utilizado en el título, se ha empleado con"
Antofagasta,2025,educacion,"Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Particular Pagado,nacional,563.4,,"Fuente: Cálculo propio en base a datos MINEDUCNota 1: El cálculo corresponde a la razón (cuociente) entre la matrícula y el n° de establecimientos, para el año, dependencia administrativa y unidades territoriales señaladas en la tabla. El término ""promedio"" utilizado en el título, se ha empleado con"
Antofagasta,2025,educacion,"Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Corporación de Administración Delegada,nacional,631.5,,"Fuente: Cálculo propio en base a datos MINEDUCNota 1: El cálculo corresponde a la razón (cuociente) entre la matrícula y el n° de establecimientos, para el año, dependencia administrativa y unidades territoriales señaladas en la tabla. El término ""promedio"" utilizado en el título, se ha empleado con"
Antofagasta,2025,educacion,"Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Servicio Local de Educación,nacional,270.9,,"Fuente: Cálculo propio en base a datos MINEDUCNota 1: El cálculo corresponde a la razón (cuociente) entre la matrícula y el n° de establecimientos, para el año, dependencia administrativa y unidades territoriales señaladas en la tabla. El término ""promedio"" utilizado en el título, se ha empleado con"
Antofagasta,2025,educacion,"Matrícula promedio por Establecimiento de educación básica y media, según dependencia administrativa, año 2024",Total,nacional,324.3,,"Fuente: Cálculo propio en base a datos MINEDUCNota 1: El cálculo corresponde a la razón (cuociente) entre la matrícula y el n° de establecimientos, para el año, dependencia administrativa y unidades territoriales señaladas en la tabla. El término ""promedio"" utilizado en el título, se ha empleado con"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",Casen 2022,regional,0.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,regional,0.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,regional,3649.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,regional,27.3,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,regional,478.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,regional,3.6,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,regional,3685.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,regional,27.6,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,regional,1891.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,regional,14.2,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,regional,3649.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,regional,27.3,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,regional,13352.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",Casen 2022,nacional,93827.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,nacional,13.2,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,nacional,299937.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,nacional,42.2,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,nacional,44160.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,nacional,6.2,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,nacional,172951.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,nacional,24.3,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,nacional,79196.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,nacional,11.1,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,nacional,20863.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",%,nacional,2.9,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,"Matrícula de educación parvularia, por dependencia administrativa, año 2024",N°,nacional,710934.0,,"Fuente: Matrícula educación parvularia, MINEDUC"
Antofagasta,2025,educacion,Estimación de cobertura en Educación parvularia: Matrícula MINEDUC de los segmentos “Nivel medio” y “Nivel de transi,"Matrícula parvulariade ""Nivel medio"" y""Nivel transición""entre 2 y 5 años",regional,11413.0,,"Fuente: Cálculo propio en base a datos MINEDUC, Proyecciones INE"
Antofagasta,2025,educacion,Estimación de cobertura en Educación parvularia: Matrícula MINEDUC de los segmentos “Nivel medio” y “Nivel de transi,Poblaciónproyectadaentre 2 y 5años (inclusive),regional,16501.0,,"Fuente: Cálculo propio en base a datos MINEDUC, Proyecciones INE"
Antofagasta,2025,educacion,Estimación de cobertura en Educación parvularia: Matrícula MINEDUC de los segmentos “Nivel medio” y “Nivel de transi,"% Matrículaparvularia de""Nivel medio"" y""Nivel transición""",regional,69.2,,"Fuente: Cálculo propio en base a datos MINEDUC, Proyecciones INE"
Antofagasta,2025,educacion,Estimación de cobertura en Educación parvularia: Matrícula MINEDUC de los segmentos “Nivel medio” y “Nivel de transi,"Matrícula parvulariade ""Nivel medio"" y""Nivel transición""entre 2 y 5 años",nacional,623319.0,,"Fuente: Cálculo propio en base a datos MINEDUC, Proyecciones INE"
Antofagasta,2025,educacion,Estimación de cobertura en Educación parvularia: Matrícula MINEDUC de los segmentos “Nivel medio” y “Nivel de transi,Poblaciónproyectadaentre 2 y 5años (inclusive),nacional,944677.0,,"Fuente: Cálculo propio en base a datos MINEDUC, Proyecciones INE"
Antofagasta,2025,educacion,Estimación de cobertura en Educación parvularia: Matrícula MINEDUC de los segmentos “Nivel medio” y “Nivel de transi,"% Matrículaparvularia de""Nivel medio"" y""Nivel transición""",nacional,66.0,,"Fuente: Cálculo propio en base a datos MINEDUC, Proyecciones INE"
Antofagasta,2025,educacion,Nivel educativo de la población según Censo 2024,Años deescolaridadpromediopara todala población,regional,9.9,,"Fuente: Censo 2024, INE"
Antofagasta,2025,educacion,Nivel educativo de la población según Censo 2024,Años deescolaridadpromediopara la población de18 años a más,regional,11.8,,"Fuente: Censo 2024, INE"
Antofagasta,2025,educacion,Nivel educativo de la población según Censo 2024,% de población de5 años o másque sabe leer oescribir,regional,95.2,,"Fuente: Censo 2024, INE"
Antofagasta,2025,educacion,Nivel educativo de la población según Censo 2024,Años deescolaridadpromediopara todala población,nacional,10.4,,"Fuente: Censo 2024, INE"
Antofagasta,2025,educacion,Nivel educativo de la población según Censo 2024,Años deescolaridadpromediopara la población de18 años a más,nacional,12.1,,"Fuente: Censo 2024, INE"
Antofagasta,2025,educacion,Nivel educativo de la población según Censo 2024,% de población de5 años o másque sabe leer oescribir,nacional,95.2,,"Fuente: Censo 2024, INE"
Antofagasta,2025,educacion,3.8Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yB,col_1,regional,2024.0,,"Fuente: Fichas regionales, Servicio de Información de Educación Superior (SIES), de la Subsecretaría de Educación"
Antofagasta,2025,educacion,3.8Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yB,col_2,regional,2022.0,,"Fuente: Fichas regionales, Servicio de Información de Educación Superior (SIES), de la Subsecretaría de Educación"
Antofagasta,2025,educacion,3.8Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yB,col_3,regional,2024.0,,"Fuente: Fichas regionales, Servicio de Información de Educación Superior (SIES), de la Subsecretaría de Educación"
Antofagasta,2025,educacion,3.8Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yB,col_1,regional,460.0,,"Fuente: Fichas regionales, Servicio de Información de Educación Superior (SIES), de la Subsecretaría de Educación"
Antofagasta,2025,educacion,3.8Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yB,col_2,regional,325.0,,"Fuente: Fichas regionales, Servicio de Información de Educación Superior (SIES), de la Subsecretaría de Educación"
Antofagasta,2025,educacion,3.8Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yB,col_3,regional,257.0,,"Fuente: Fichas regionales, Servicio de Información de Educación Superior (SIES), de la Subsecretaría de Educación"
Antofagasta,2025,electoral,"Padrón, votantes (n°) y participación (%). Elecciones Gobernadores Regionales 2024, primera vuelta",Padrón,regional,245717.0,,"Fuente: Participación, Elecciones Gobernadores Regionales 2024, 1ra vuelta, SERVEL"
Antofagasta,2025,electoral,"Padrón, votantes (n°) y participación (%). Elecciones Gobernadores Regionales 2024, primera vuelta",Votantes,regional,207470.0,,"Fuente: Participación, Elecciones Gobernadores Regionales 2024, 1ra vuelta, SERVEL"
Antofagasta,2025,electoral,"Padrón, votantes (n°) y participación (%). Elecciones Gobernadores Regionales 2024, primera vuelta",Participación (% ),regional,84.4,,"Fuente: Participación, Elecciones Gobernadores Regionales 2024, 1ra vuelta, SERVEL"
Antofagasta,2025,electoral,"Padrón, votantes (n°) y participación (%). Elecciones Gobernadores Regionales 2024, primera vuelta",Padrón,nacional,15450377.0,,"Fuente: Participación, Elecciones Gobernadores Regionales 2024, 1ra vuelta, SERVEL"
Antofagasta,2025,electoral,"Padrón, votantes (n°) y participación (%). Elecciones Gobernadores Regionales 2024, primera vuelta",Votantes,nacional,13122261.0,,"Fuente: Participación, Elecciones Gobernadores Regionales 2024, 1ra vuelta, SERVEL"
Antofagasta,2025,electoral,"Padrón, votantes (n°) y participación (%). Elecciones Gobernadores Regionales 2024, primera vuelta",Participación (% ),nacional,84.9,,"Fuente: Participación, Elecciones Gobernadores Regionales 2024, 1ra vuelta, SERVEL"
Antofagasta,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Extranjeros (07/2025),regional,6.1,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familiaNota: RND: Registro Nacional de discapacidad."
Antofagasta,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Pueblos indígenas (07/2025),regional,14.1,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familiaNota: RND: Registro Nacional de discapacidad."
Antofagasta,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Dependencia moderada o postradas (07/2025),regional,1.5,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familiaNota: RND: Registro Nacional de discapacidad."
Antofagasta,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Personas del RSH presentes en el RND (12/2024),regional,2.9,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familiaNota: RND: Registro Nacional de discapacidad."
Antofagasta,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Personas presentes en el RSH (07/2025),regional,300953.0,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familiaNota: RND: Registro Nacional de discapacidad."
Antofagasta,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Extranjeros (07/2025),nacional,6.7,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familiaNota: RND: Registro Nacional de discapacidad."
Antofagasta,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Pueblos indígenas (07/2025),nacional,9.2,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familiaNota: RND: Registro Nacional de discapacidad."
Antofagasta,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Dependencia moderada o postradas (07/2025),nacional,1.6,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familiaNota: RND: Registro Nacional de discapacidad."
Antofagasta,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Personas del RSH presentes en el RND (12/2024),nacional,2.4,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familiaNota: RND: Registro Nacional de discapacidad."
Antofagasta,2025,grupos_vulnerables,2.1Porcentaje de extranjeros(julio 2025) -Pueblos indígenas(julio 2025) –Dependencia moderada o postradas(julio 2025) yP,Personas presentes en el RSH (07/2025),nacional,17111720.0,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familiaNota: RND: Registro Nacional de discapacidad."
Antofagasta,2025,grupos_vulnerables,"Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica",0%-40%,regional,53.9,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familia"
Antofagasta,2025,grupos_vulnerables,"Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica",41%-50%,regional,7.4,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familia"
Antofagasta,2025,grupos_vulnerables,"Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica",51%-60%,regional,6.2,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familia"
Antofagasta,2025,grupos_vulnerables,"Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica",61%-70%,regional,6.5,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familia"
Antofagasta,2025,grupos_vulnerables,"Porcentaje de Personas presentes en el Registro Social de Hogares (RSH), según tramo de calificación socioeconómica",71%-80%,regional,8.0,,"Fuente: Registro Social de Hogares, BIDAT del Ministerio de Desarrollo Social y familia"
